NumRuns,ArtAType,ArtAMainstat,HP_f_A,AK_f_A,DF_f_A,HP_p_A,AK_p_A,DF_p_A,ER_p_A,EM_f_A,CR_p_A,CD_p_A,ArtAType,ArtAMainstat,HP_f_B,AK_f_B,DF_f_B,HP_p_B,AK_p_B,DF_p_B,ER_p_B,EM_f_B,CR_p_B,CD_p_B
2,Circlet,AK_p,598,0,39,10,0,12,0,0,0,0,Circlet,CD_p,508,33,0,9,16,0,0,0,0,0
1,Circlet,AK_p,0,51,21,12,0,0,0,19,0,0,Circlet,HP_p,0,31,19,0,0,0,0,21,13,0
12,Circlet,AK_p,0,33,35,11,0,0,0,0,0,13,Circlet,HP_p,0,47,0,0,9,0,6,0,0,12
15,Circlet,DF_p,0,14,19,0,0,0,0,96,8,0,Circlet,EM_f,0,18,0,0,4,0,0,0,6,26
13,Circlet,AK_p,508,47,0,5,0,0,0,37,0,0,Circlet,AK_p,0,14,0,0,0,17,0,65,0,6
21,Circlet,AK_p,299,0,16,0,0,0,0,56,0,20,Circlet,AK_p,508,0,56,0,0,0,0,0,3,17
6,Circlet,AK_p,836,31,0,0,0,0,0,19,5,0,Circlet,DF_p,0,0,0,15,16,0,5,0,0,6
21,Circlet,AK_p,0,18,53,0,0,0,0,0,6,14,Circlet,DF_p,0,0,0,0,5,0,10,16,0,28
5,Circlet,EM_f,598,16,0,18,0,0,0,0,4,0,Circlet,DF_p,777,0,0,0,4,0,11,0,0,13
4,Circlet,EM_f,0,18,0,20,5,10,0,0,0,0,Circlet,EM_f,0,33,0,0,10,0,16,0,0,12
13,Circlet,DF_p,0,33,0,0,0,0,0,56,4,12,Circlet,DF_p,0,19,0,0,0,0,5,37,0,26
999,Circlet,HB_p,299,0,0,0,0,0,5,0,10,22,Timepiece,HP_p,0,33,16,0,0,0,0,0,4,27
202,Circlet,HP_p,269,0,0,0,0,0,0,44,6,17,Circlet,HP_p,0,33,0,0,0,7,0,0,6,19
9,Circlet,AK_p,717,0,62,0,0,0,5,0,0,6,Circlet,EM_f,0,19,0,0,0,16,16,0,4,0
169,Circlet,AK_p,239,0,16,0,0,0,0,56,10,0,Circlet,AK_p,0,0,21,12,0,0,0,19,0,25
8,Circlet,DF_p,0,0,39,0,4,0,12,0,12,0,Circlet,CR_p,448,0,21,0,0,0,5,0,0,30
1,Circlet,CR_p,299,0,0,0,8,0,16,37,0,0,Circlet,DF_p,478,53,0,0,0,0,0,0,4,12
4,Circlet,HP_p,538,35,0,0,8,0,0,0,0,12,Circlet,HP_p,986,37,0,0,0,0,0,0,4,12
10,Circlet,DF_p,0,54,0,0,0,0,6,56,0,6,Circlet,DF_p,239,14,0,0,0,0,0,42,0,24
30,Circlet,AK_p,299,0,21,0,0,0,16,0,9,0,Circlet,CR_p,239,51,0,0,0,15,0,0,0,20
1,Circlet,CR_p,418,35,39,9,0,0,0,0,0,0,Circlet,HB_p,0,0,46,15,4,0,11,0,0,0
11,Circlet,HB_p,0,0,21,0,4,0,17,0,10,0,Circlet,HB_p,239,43,0,0,16,0,0,0,8,0
7,Circlet,HP_p,807,0,21,0,9,11,0,0,0,0,Circlet,DF_p,0,33,39,0,16,0,5,0,0,0
7,Circlet,AK_p,0,0,37,0,0,13,0,16,14,0,Circlet,HB_p,0,0,39,0,6,0,0,0,7,19
3,Circlet,CD_p,837,0,16,0,5,20,0,0,0,0,Circlet,DF_p,508,0,53,0,0,0,5,0,7,0
2,Circlet,HB_p,777,18,39,9,0,0,0,0,0,0,Circlet,CD_p,807,35,35,0,0,0,0,0,6,0
7,Circlet,EM_f,239,47,65,0,0,7,0,0,0,0,Circlet,AK_p,0,14,44,0,0,18,0,0,0,12
9,Circlet,CD_p,0,0,21,0,4,28,6,0,0,0,Circlet,AK_p,0,33,39,0,0,0,0,58,0,8
14,Circlet,HP_p,239,0,35,0,0,20,0,0,0,13,Circlet,DF_p,478,16,0,0,12,0,0,0,0,21
11,Circlet,AK_p,896,0,37,0,0,7,0,0,0,6,Circlet,HP_p,1076,0,0,0,5,7,0,0,9,0
104,Circlet,DF_p,508,0,0,0,11,0,0,42,11,0,Circlet,AK_p,747,0,19,0,0,0,0,0,10,8
2,Circlet,DF_p,239,35,0,10,0,0,0,0,0,19,Circlet,HB_p,239,0,0,0,0,20,5,0,0,22
2,Circlet,AK_p,508,0,65,0,0,0,0,19,6,0,Circlet,HP_p,0,0,0,0,9,0,12,42,0,12
430,Circlet,HB_p,0,0,0,0,9,0,10,0,6,19,Circlet,DF_p,0,35,0,0,16,0,0,0,10,8
18,Circlet,AK_p,0,0,35,0,0,0,10,0,10,5,Circlet,DF_p,0,0,0,5,17,0,5,0,11,0
26,Circlet,AK_p,0,0,0,0,0,13,12,40,0,13,Circlet,AK_p,478,0,67,11,0,0,0,0,0,14
10,Circlet,EM_f,0,47,37,10,0,0,5,0,0,0,Circlet,AK_p,0,33,42,0,0,0,0,70,4,0
100,Circlet,HP_p,0,37,32,0,0,0,0,0,4,19,Circlet,CD_p,239,19,0,0,15,0,0,0,12,0
6,Circlet,DF_p,0,35,16,0,0,0,12,68,0,0,Circlet,DF_p,0,66,0,6,10,0,0,0,3,0
5,Circlet,HB_p,538,0,39,6,0,20,0,0,0,0,Circlet,CD_p,209,33,0,0,17,0,0,0,6,0
2,Circlet,AK_p,448,53,0,0,0,12,0,0,0,14,Circlet,DF_p,0,0,16,0,20,0,0,54,0,7
9,Circlet,HP_p,598,51,0,0,0,0,0,33,4,0,Circlet,HP_p,568,16,0,0,5,0,0,0,13,0
19,Circlet,HB_p,508,0,19,0,9,0,19,0,0,0,Circlet,HP_p,0,19,16,0,0,0,0,61,0,26
19,Circlet,HP_p,508,37,39,0,0,0,16,0,0,0,Circlet,HP_p,0,0,21,0,0,0,16,54,0,8
15,Circlet,AK_p,0,0,42,0,0,0,0,58,4,12,Circlet,HP_p,0,0,0,0,0,7,11,0,13,5
5,Circlet,CD_p,717,0,23,0,0,26,5,0,0,0,Circlet,HP_p,269,49,0,0,12,0,0,0,0,12
81,Circlet,HP_p,0,0,35,0,10,0,10,0,0,13,Circlet,DF_p,0,31,0,0,0,0,0,37,4,19
5,Circlet,AK_p,0,0,60,0,0,7,22,0,3,0,Circlet,DF_p,747,0,0,0,4,0,11,0,0,18
3,Circlet,HP_p,508,0,58,0,0,7,0,40,0,0,Circlet,EM_f,568,66,0,0,0,14,0,0,3,0
0,Circlet,AK_p,0,0,49,0,0,6,18,23,0,0,Circlet,AK_p,0,62,37,0,0,0,11,0,0,8
12,Circlet,DF_p,568,0,0,4,0,0,0,56,7,0,Circlet,DF_p,418,0,0,0,15,0,10,0,0,7
31,Circlet,HB_p,0,0,16,12,0,0,0,51,10,0,Circlet,AK_p,299,16,0,9,0,0,0,0,16,0
41,Circlet,HP_p,568,14,72,0,0,0,0,0,0,8,Circlet,CR_p,0,33,0,9,0,14,0,0,0,14
4,Circlet,HB_p,0,64,21,0,0,12,0,35,0,0,Circlet,CR_p,0,0,23,9,8,0,17,0,0,0
29,Circlet,HP_p,0,0,21,0,0,7,16,0,0,20,Circlet,AK_p,0,31,19,0,0,0,12,0,0,21
1,Circlet,HP_p,807,0,21,0,14,0,5,0,0,0,Circlet,HP_p,209,31,0,0,0,0,11,0,0,23
160,Circlet,HB_p,508,0,23,0,0,6,0,0,0,26,Circlet,DF_p,448,0,19,0,0,0,0,0,4,27
8,Circlet,HB_p,777,0,23,0,15,0,5,0,0,0,Circlet,HB_p,418,16,44,0,16,0,0,0,0,0
2,Circlet,AK_p,0,33,58,6,0,0,0,40,0,0,Circlet,AK_p,0,0,16,0,0,0,0,58,9,13
121,Circlet,DF_p,0,0,0,6,25,0,5,0,7,0,Circlet,DF_p,0,14,0,0,0,0,17,0,4,30
0,Circlet,HP_p,0,33,97,0,5,0,6,0,0,0,Circlet,HP_p,239,0,62,0,23,0,0,0,0,5
109,Circlet,HP_p,0,47,19,0,0,0,5,0,0,20,Circlet,DF_p,269,16,35,0,0,0,0,0,0,27
3,Circlet,CD_p,0,0,0,10,20,0,6,16,0,0,Circlet,DF_p,0,19,0,18,0,0,0,37,0,12
0,Circlet,HB_p,239,0,0,22,0,0,11,23,0,0,Circlet,AK_p,568,0,65,15,0,0,0,0,3,0
11,Circlet,CR_p,0,0,67,13,4,0,0,23,0,0,Circlet,DF_p,478,0,51,9,6,0,0,0,0,0
7,Circlet,HP_p,0,0,0,0,0,5,15,42,0,13,Circlet,HP_p,0,0,19,0,0,0,5,37,0,28
6,Circlet,AK_p,538,0,16,0,0,25,0,0,4,0,Circlet,HP_p,598,0,0,0,0,0,10,35,0,12
12,Circlet,HB_p,598,29,0,0,0,19,0,35,0,0,Circlet,AK_p,717,45,0,0,0,0,0,23,0,7
2,Circlet,DF_p,508,0,65,4,9,0,0,0,0,0,Circlet,HP_p,0,0,62,0,11,0,11,19,0,0
0,Circlet,DF_p,508,31,0,0,15,0,0,35,0,0,Circlet,CD_p,568,0,0,15,4,0,0,0,7,0
8,Circlet,CR_p,299,37,0,0,10,17,0,0,0,0,Circlet,DF_p,0,0,0,10,8,0,12,0,0,12
16,Circlet,AK_p,1046,0,21,0,0,0,11,23,0,0,Circlet,HB_p,0,43,39,0,9,0,0,21,0,0
56,Circlet,DF_p,568,0,0,0,5,0,12,0,0,20,Circlet,DF_p,0,0,49,0,0,0,6,0,7,14
4,Circlet,DF_p,807,14,0,15,0,0,0,0,4,0,Circlet,HB_p,0,0,65,0,0,5,10,0,0,16
7,Circlet,CR_p,0,35,0,13,8,0,0,0,0,6,Circlet,HP_p,836,16,37,0,0,0,0,0,7,0
12,Circlet,AK_p,478,18,65,0,0,0,0,37,0,0,Circlet,AK_p,837,0,37,0,0,0,0,37,0,8
434,Circlet,DF_p,0,0,16,0,0,0,0,47,10,13,Circlet,EM_f,0,16,16,0,0,13,0,0,17,0
7,Circlet,DF_p,269,33,37,0,0,0,0,70,0,0,Circlet,AK_p,837,0,19,0,0,0,0,56,0,15
5,Circlet,CD_p,0,0,56,0,11,13,0,0,4,0,Circlet,AK_p,0,53,19,0,0,0,0,21,0,20
29,Circlet,HP_p,0,14,0,0,0,20,16,0,0,7,Circlet,HP_p,0,0,37,0,0,20,0,23,0,12
6,Circlet,CR_p,836,0,23,10,0,0,10,0,0,0,Circlet,CD_p,0,14,0,0,5,12,0,0,12,0
1,Circlet,AK_p,239,0,37,0,0,0,0,63,7,0,Circlet,AK_p,209,0,39,0,0,13,0,0,11,0
0,Circlet,CR_p,0,33,51,0,10,0,6,0,0,0,Circlet,EM_f,717,16,0,0,0,0,0,0,14,5
13,Circlet,DF_p,418,29,0,0,22,0,6,0,0,0,Circlet,HP_p,0,51,0,0,0,12,0,23,0,14
1,Circlet,CR_p,0,0,39,0,4,24,0,0,0,7,Circlet,EM_f,0,0,0,0,15,11,6,0,6,0
1,Circlet,AK_p,538,53,0,0,0,5,12,0,0,0,Circlet,AK_p,239,0,0,19,0,12,0,0,4,0
10,Circlet,DF_p,269,0,53,9,0,0,12,0,0,0,Circlet,HB_p,478,0,39,0,0,0,16,0,0,8
3,Circlet,AK_p,896,19,21,0,0,0,10,0,0,0,Circlet,HP_p,0,49,21,0,0,0,0,65,0,6
13,Circlet,CD_p,0,16,74,0,0,12,6,0,0,0,Circlet,DF_p,717,18,62,0,0,0,0,0,0,5
999,Circlet,DF_p,269,0,35,0,0,0,0,0,16,8,Circlet,HP_p,0,0,35,0,9,0,0,37,0,14
20,Circlet,CR_p,508,0,0,0,10,12,0,0,0,14,Circlet,EM_f,0,33,46,0,9,0,0,0,10,0
10,Circlet,HP_p,0,37,0,0,0,14,0,35,0,12,Circlet,AK_p,209,49,46,0,0,0,0,0,7,0
32,Circlet,AK_p,418,0,35,6,0,0,0,0,0,21,Circlet,DF_p,0,53,44,0,0,0,0,0,8,12
19,Circlet,HB_p,508,53,0,13,0,0,0,21,0,0,Circlet,HP_p,0,0,56,0,0,7,0,21,0,28
0,Circlet,DF_p,0,0,23,11,0,0,18,33,0,0,Circlet,AK_p,508,35,0,0,0,20,0,0,0,6
1,Circlet,CR_p,478,0,0,0,10,20,0,0,0,13,Circlet,CD_p,598,0,35,0,0,0,0,16,10,0
1,Circlet,AK_p,0,33,0,4,0,17,0,0,7,0,Circlet,AK_p,448,0,0,0,0,17,0,0,6,5
89,Circlet,EM_f,598,0,0,0,10,0,0,0,10,5,Circlet,HB_p,0,0,0,0,0,7,10,0,13,16
0,Circlet,DF_p,0,16,23,16,0,0,12,0,0,0,Circlet,DF_p,0,0,35,11,10,0,0,0,0,11
6,Circlet,HB_p,299,49,0,0,15,7,0,0,0,0,Circlet,HP_p,568,0,0,0,0,17,17,0,0,8
18,Circlet,HB_p,269,0,0,15,0,0,0,44,0,13,Circlet,HB_p,508,0,0,0,0,0,0,54,3,12
0,Circlet,HP_p,508,53,0,0,8,0,10,0,0,0,Circlet,AK_p,508,18,0,0,0,20,0,0,7,0
3,Circlet,HP_p,866,35,0,0,0,10,0,42,0,0,Circlet,HP_p,269,37,0,0,0,0,0,33,10,0
13,Circlet,AK_p,478,51,0,0,0,12,6,0,0,0,Circlet,HP_p,538,33,0,0,0,14,0,0,0,12
57,Circlet,AK_p,538,0,0,10,0,0,0,35,0,12,Circlet,AK_p,508,0,32,0,0,0,0,42,7,0
7,Circlet,AK_p,896,0,0,5,0,0,11,0,3,0,Circlet,AK_p,538,0,0,4,0,0,11,0,0,19
8,Circlet,CR_p,0,0,65,0,0,20,6,0,0,6,Circlet,DF_p,687,16,0,9,0,0,0,0,0,16
4,Circlet,CR_p,807,16,0,11,0,0,10,0,0,0,Circlet,HB_p,0,0,58,8,0,20,0,0,0,8
2,Circlet,DF_p,508,0,0,4,14,0,10,0,0,0,Circlet,AK_p,0,0,0,5,0,10,16,0,0,14
10,Circlet,HP_p,508,0,0,0,0,10,17,23,0,0,Circlet,DF_p,508,0,0,9,9,0,0,35,0,0
21,Circlet,HP_p,0,0,32,0,0,0,17,0,4,13,Circlet,AK_p,538,0,0,10,0,0,0,0,9,12
10,Circlet,HB_p,209,0,35,6,0,28,0,0,0,0,Circlet,CR_p,0,0,44,10,12,0,0,0,0,18
16,Circlet,CR_p,0,19,60,0,5,0,0,0,0,17,Circlet,CD_p,269,0,0,10,0,0,0,40,12,0
46,Circlet,CR_p,508,58,0,0,0,6,0,0,0,20,Circlet,HP_p,269,0,0,0,20,7,0,0,6,0
